Database
Name,Version,Author,Description,Emphasis1,Emphasis2,Emphasis3,Emphasis4
SS221,1.5.1.0,richard,,#ffffffff ---,#ff0000ff ---,#00ff00ff ---,#0000ffff ---
Global User Script

Actors
ID,Portrait,AltPortraits,SpritePortrait,AltSpritePortraits,Name,Pictures,Description,IsPlayer,NodeColor,en
我_20_47,20,47,1,8,,,是那群只会唧唧复唧唧的老鼠吗?,False,Block,Normal,,,,[],,,[],,,,Is it the mice who can only peep and peep,,,1588.105;555.3709
特律_20_48,20,48,8,1,,,"这是他们的加密通话,他们将自己语言通过空气中的信息节点进行加密.利用这个装置可以获取到他们交流的信息节点并进行转译,地点已经在地图上标记\n""解锁地点""\n""获得物品""",False,Block,Normal,,"UnlockLoc(""瑞奇党秘密地点"");\nDungeon_GetItems(10013,1);\nSetQuestState(""设法找到瑞奇党的据点"",""success"");\nSetQuestState(""尝试获取瑞奇的信任"",""active"");",,[],,,[],,,,"This is their encrypted call, where they encrypt their own language through information nodes in the air. The device can be used to capture and interpret the nodes of information they communicate, and the location has been marked on the map .\n""unlock location"" \n""Got the Items""",,,1654.17;667.7347
我_20_49,20,49,1,8,,,如何破解,False,Block,Normal,,,,[],,,[],,,,,,,1333.828;746.343
特律_20_50,20,50,8,1,,,"和我对战吧,如果战胜了我,我就把信息流的处理方式告诉你.",False,Block,Normal,,,,[],,,[],,,,,,,1574.239;798.6958
我_20_51,20,51,1,8,,,对战,False,Block,Normal,,"SetQuestState(""与特律对战获得破解瑞奇信息流的方式"",""active"");",,[],,,[],,,,,,,1542.023;823.0216
特律_20_52,20,52,8,1,New Dialogue Entry,,,False,Block,Normal,,OpenPackSelection();,,[],,,[],,,,,,,1543.662;873.0216
特律_20_53,20,53,8,1,,,"是的,他们篡改了协议的内容并发送了圣山,后来奎卡人发现了端倪并发现了瑞奇党的所作所为.圣山作为惩罚将他们变成了老鼠.",False,Block,Normal,,"SetQuestState(""圣山欺骗事件"",""success"");",,[],,,[],,,,,,,2043.296;570.4817
特律_20_54,20,54,8,1,New Dialogue Entry,,,False,Block,Normal,,OpenPackSelection();,,[],,,[],,,,,,,1920.478;173.8214
我_20_55,20,55,1,8,,,我该如何找到他们.,False,Block,Normal,,,,[],,,[],,,,,,,1906.304;506.5915
特律_20_57,20,57,8,1,,,你可以到失落的古城去找他们,False,Block,Normal,,,,[],,,[],,,,,,,1923.873;580.9152
特律_20_58,20,58,8,1,New Dialogue Entry,,,True,Block,Normal,,,Continue(),[],,,[],,,,,,,603.3525;65.34084
特律_20_59,20,59,8,1,,,小心索多提斯人!!,False,Block,Normal,"(CurrentQuestState(""从下水道逃离奎卡"")==""active"" )and\n (Variable[""DungeonBoss""]<1)",,,[],,,[],,,FALSE,Defeat the sodtyx!!!,,,120.9428;40.37793
我_21_0,21,0,1,10,START,,,False,Block,Normal,,,None(),[],,,[],,,FALSE,,,,808.1428;19.06701
黑色史密斯_21_1,21,1,10,1,,,"你好,幸存者",False,Block,Normal,"CurrentQuestState(""新生"")==""active""",,,[],,,[],,,FALSE,hello ya.,,,704.999;126.649
我_21_2,21,2,1,10,,,你是谁?,False,Block,Normal,,,,[],,,[],,,FALSE,Who are you?,,,481.9759;219.0538
我_21_3,21,3,1,10,,,你去过沃里达吗?,False,Block,Normal,,,,[],,,[],,,,,,,680.028;694.0972
黑色史密斯_21_6,21,6,10,1,,,"[lua(GetPlayerName())],你来了.",False,Block,Normal,,,,[],,,[],,,FALSE,"[lua(GetPlayerName())],you here",,,1144.891;110.4621
黑色史密斯_21_7,21,7,10,1,,,"我是黑色史密斯,自由联合协会的铁匠",False,Block,Normal,,"SetQuestState(""新生"",""success"");\nAddExp(10);",,[],,,[],,,FALSE,"i'm blacksmith, Icon guy by Freedom Union",,,533.3212;290.638
黑色史密斯_21_8,21,8,10,1,,,"圣山大陆的圣十字路口,贸易的中心,你会在沃里达弄到一切.",False,Block,Normal,,,,[],,,[],,,,,,,728.8522;738.0036
我_21_9,21,9,1,10,,,你知道奎卡还有什么方式前往沃里达吗?,False,Block,Normal,,,,[],,,[],,,,,,,741.9384;802.3116
黑色史密斯_21_10,21,10,10,1,,,"主要路线被所多提斯人占领,他会放逐所有与奎卡接触的人，所以目前不能前往.",False,Block,Normal,,,,[],,,[],,,,,,,944.0172;701.6483
我_21_12,21,12,1,10,,,如何学习?,False,Block,Normal,,,,[],,,[],,,,,,,775.5646;828.0898
我_21_13,21,13,1,10,,,还有什么方式前往沃里达.,False,Block,Normal,"CurrentQuestState(""与托奇对话"")==""unassigned"";",,,[],,,[],,,,,,,1222.514;817.5977
我_21_14,21,14,1,10,,,你对所多提斯怎么看？,False,Block,Normal,,,,[],,,[],,,,,,,1003.382;847.2896
黑色史密斯_21_16,21,16,10,1,,,"这让人不敢相信他们会利用外界来获取自己的主导权,但是我觉得所多提斯是被人操纵了,我与所多提斯人接触过,他们不可能为因为这件事情而采取极端的措施.",False,Block,Normal,,,,[],,,[],,,,,,,1065.251;889.8246
我_21_17,21,17,1,10,,,裂缝打开的后果,False,Block,Normal,,,,[],,,[],,,,,,,1055.734;934.1971
黑色史密斯_21_21,21,21,10,1,,,"和我来把圣山吧,如果战胜了我,我就共享记忆给你",False,Block,Normal,,,,[],,,[],,,,,,,807.2045;876.378
我_21_22,21,22,1,10,,,好吧,False,Block,Normal,,"SetQuestState(""战胜黑色史密斯"",""active"");",,[],,,[],,,,,,,693.5184;918.6586
我_21_23,21,23,1,10,,,下次一定,False,Block,Normal,,,,[],,,[],,,,,,,838.4144;965.7297
黑色史密斯_21_24,21,24,10,1,,,承受着我的防御吧,False,Block,Normal,,OpenPackSelection();,,[],,,[],,,,,,,548.0787;820.1459
黑色史密斯_21_25,21,25,10,1,,,聪明的旅行者攻破了我的铜墙铁壁.我这就把记忆共享给你,False,Block,Normal,"(CurrentQuestState(""战胜黑色史密斯"")==""active"")and\n(Variable[""DungeonBoss""]>=1)","SetQuestState(""战胜黑色史密斯"",""success"");",,[],,,[],,,,,,,1132.139;746.5211
黑色史密斯_21_26,21,26,10,1,,,"你可以问问托奇,就是前面那个头发倒着长的秃头矮子.他或许知道目前线路的情况.",False,Block,Normal,,,,[],,,[],,,FALSE,"You can ask Quoki, the bald dwarf with long hair upside down in front of him. He may know the current situation of the line",,,587.8356;426.0746
我_21_27,21,27,1,10,,,他是谁?,False,Block,Normal,,,,[],,,[],,,FALSE,Who's he?,,,672.8253;524.7367
黑色史密斯_21_28,21,28,10,1,,,"他是肯托的商人,负责从奎卡协商克农,肯托专门负责圣山的列车运输网.",False,Block,Normal,,,,[],,,[],,,FALSE,"He was a businessman in KenQuo, who negotiated with Kono from Qika. KenQuo was responsible for the train transportation network of ShenShan.",,,810.8143;383.197
我_21_30,21,30,1,10,,,我这就去找他.,False,Block,Normal,,"SetQuestState(""与托奇对话"",""active"");",,[],,,[],,,FALSE,I'll go to him now,,,958.0306;455.4644
我_21_32,21,32,1,10,,,离开,False,Block,Normal,,,,[],,,[],,,FALSE,Exit,,,1146.952;187.1408
我_21_34,21,34,1,10,,,装备如何制作?,False,Block,Normal,,,,[],,,[],,,,,,,1268.445;914.6508
黑色史密斯_21_35,21,35,10,1,,,"制作是获得装备的途径之一,但是如果需要独自制作需要去沃里达的炼金协会获得制作许可证,届时,你才可以独自制作物品,通过与别人共享记忆或者灵感获得新的物品.",False,Block,Normal,,,,[],,,[],,,,,,,1358.375;944.3989
我_21_36,21,36,1,10,,,制作材料的获取,False,Block,Normal,,,,[],learn to craft equipment by smith who have craft pass.,,[],,,,,,,1239.26;804.6185
我_21_37,21,37,1,10,,,离开,False,Block,Normal,,,,[],,,[],,,,,,,1424.278;760.3795
黑色史密斯_21_38,21,38,10,1,,,"圣山会造成严重的分配不均,资源会大肆流向外界.而且裂缝的开启会使恶魔腐蚀环境.",False,Block,Normal,,,,[],,,[],,,,,,,1014.622;960.8066
黑色史密斯_21_39,21,39,10,1,,,"你可以在我这边制作物品,我把需要的材料清单给你并把位置标示给你,你去那边把材料交给我吧.",False,Block,Normal,,"SetQuestState(""丛林奇兵"",""active"");",,[],,,[],,,,,,,1351.037;830.7695
黑色史密斯_21_40,21,40,10,1,,,带来了吗?,False,Block,Normal,"CurrentQuestState(""丛林奇兵"")==""active"";",,,[],,,[],,,,,,,1253.029;608.5576
我_21_41,21,41,1,10,,,还没,False,Block,Normal,,,,[],,,[],,,,,,,1211.321;606.2776
我_21_42,21,42,1,10,,,交给史密斯,False,Block,Normal,"(CurrentQuest(""丛林奇兵"")==""active)and\n([var=""万用材料""]>=3);",,,[],,,[],,,,,,,1297.845;561.9768
黑色史密斯_21_43,21,43,10,1,,,找到你想合成的东西吧.,False,Block,Normal,,"SetQuestState(""丛林奇兵"",""success"");\nOpenCraftPanel();",,[],,,[],,,,,,,1324.799;575.286
我_21_44,21,44,1,10,,,那我们需要加紧赶到沃里达，你知道如何前往吗?,False,Block,Normal,,,,[],,,[],,,FALSE,Then we need to rush to Wolvda. Do you know how to get there?,,,454.5133;360.3192
我_21_47,21,47,1,10,,,你知道输油剂怎么制作吗,False,Block,Normal,"CurrentQuestState(""滑溜溜的丛林"")==""unassigned""",,,[],,,[],,,TRUE,Do you know how to make oil transfer agent?,,,1398.4;410.3407
黑色史密斯_21_48,21,48,10,1,,,"需要滴虫的体液,那个滑溜溜的虫还是少见为妙.",False,Block,Normal,,,,[],,,[],,,TRUE,"It needs the body fluid of wetBug, the slippery one is still rare",,,1555.652;477.0195
我_21_49,21,49,1,10,,,我需要输油剂去疏通列车输油管,False,Block,Normal,,,,[],,,[],,,TRUE,I need a delivery agent to clear the train pipeline,,,1687.479;536.8234
黑色史密斯_21_50,21,50,10,1,,,"我把地点标示给你，那里有大量的滴虫,他们惧怕火\n\n“解锁地点”",False,Block,Normal,,"SetQuestState(""滑溜溜的丛林"",""active"");\nUnlockLoc(""湿滑丛林_1"");",,[],,,[],,,TRUE,"i notice the location in your map,there have lots of wetbug \n\n""Unlock The Location""",,,1780.678;601.9719
我_21_51,21,51,1,10,,,我已经拿到了滴虫的体液了.,False,Block,Normal,"CurrentQuestState(""滑溜溜的丛林"")==""active""","CheckItemEnough(""滴虫体液"",3);\n",,[],,,[],,,TRUE,i got the WetBug oil,,,1510.958;264.1675
黑色史密斯_21_52,21,52,10,1,,,这是输油剂,False,Block,Normal,"Variable[""ItemEnough""]~=false","SetQuestState(""滑溜溜的丛林"",""success"");\nRemoveItemAmount(""滴虫体液"",3);\nVariable[""ItemEnough""]=false\nGiveItems(10003);",,[],,,[],,,TRUE,Here you are.,,,1963.637;468.4359
我_21_53,21,53,1,10,,,制作,False,Block,Normal,,OpenCraft();,,[],,,[],,,,,,,2022.028;223.7157
黑色史密斯_21_54,21,54,10,1,New Dialogue Entry,,,True,Block,Normal,"CurrentQuestState(""油管堵塞"")==""active""",,Continue(),[],,,[],,,FALSE,,,,1089.215;273.5442
我_21_56,21,56,1,10,,,制作物品,False,Block,Normal,,OpenCraft();,,[],,,[],,,,,,,1;18.92095
我_21_58,21,58,1,10,,,感谢,False,Block,Normal,,,,[],,,[],,,,tx,,,2114.03;530.6749
黑色史密斯_21_59,21,59,10,1,,,"不够,我要3个才能制作",False,Block,Normal,"Variable[""ItemEnough""]~=true",,,[],,,[],,,,nah i need 3,,,2156.592;389.0425
我_21_60,21,60,1,10,,,5 potion,False,Block,Normal,,,,[],,,[],,,,,,,1948.091;285.99
黑色史密斯_21_61,21,61,10,1,New Dialogue Entry,,,False,Block,Normal,,GiveItems(20024);,,[],,,[],,,,,,,2220.694;278.4557
黑色史密斯_21_62,21,62,10,1,,,我看看,False,Block,Normal,,,,[],,,[],,,FALSE,let me see,,,1737.86;387.232
黑色史密斯_21_63,21,63,10,1,New Dialogue Entry,,,False,Block,Normal,,,,[],,,[],,,,,,,1;68.92094
我_23_0,23,0,1,3,START,,,False,Block,Normal,,,None(),[],,,[],,,,,,,709.4187;1
托奇_23_1,23,1,3,1,,,"你好,真是日了狗了,所多提斯那些人来的真不是时候.",False,Block,Normal,"CurrentQuestState(""油管堵塞"")==""unassigned""",,,[],,,[],,,FALSE,"hello , sodtyx is not the time .",,,406.8617;67.7139
我_23_2,23,2,1,3,,,对你产生什么影响?,False,Block,Normal,"CurrentQuestState(""托奇的需求"")==""unassigned""",,,[],,,[],,,,why?,,,177.5579;92.77018
我_23_3,23,3,1,3,,,你知道如何去沃里达吗?,False,Block,Normal,"CurrentQuestState(""托奇的需求"")==""unassigned""",,,[],,,[],,,,,,,457.2374;177.3451
我_23_4,23,4,1,3,,,离开,False,Block,Normal,,,,[],,,[],,,,Exit,,,647.5061;352.7004
托奇_23_5,23,5,3,1,,,"自大的所多提斯人将与奎卡接触的人都列为了清除的对象,他们在主要路线中检查每个人的历史记录.只要被检查出来就会遭到放逐.他们这可是要占领整块圣山大陆啊.",False,Block,Normal,,,,[],,,[],,,,"The arrogant Sodtyx have listed all contacts with Qika as targets for elimination, checking everyone's history along the main route. If they are detected, they are banished. They're going to take over the whole land of the ShenShan.",,,1;143.4617
我_23_6,23,6,1,3,,,你怎么办？,False,Block,Normal,,,,[],,,[],,,,what would you do?,,,73.56497;235.5904
我_23_7,23,7,1,3,,,你来自哪里？,False,Block,Normal,,,,[],,,[],,,,where are u from?,,,261.5334;195.6891
托奇_23_8,23,8,3,1,,,"唯一的线路被所多提斯人占领了,但我知道还有一条地下线路可以离开奎卡,但是我需要协议和克农",False,Block,Normal,,,,[],,,[],,,,,,,487.2307;220.8741
托奇_23_9,23,9,3,1,,,"肯托方面与奎卡的克农贸易会遭到严重的影响,克农的供应量会严重影响整个列车网的效率,可恨的所多提斯与肯托作对私自封锁了主要线路.",False,Block,Normal,,,,[],,,[],,,,"The Canon trade with Qika would be severely affected, the supply of Canon would severely affect the efficiency of the entire train network, and the hated Sodtyx would secretly block the main route against KenQuo.",,,20.22726;290.4612
托奇_23_10,23,10,3,1,,,"我需要回到肯托通知头目,并把与奎卡的协议带回去",False,Block,Normal,,,,[],,,[],,,,I need take qika protocol back to kenquo,,,216.3683;278.9784
我_23_11,23,11,1,3,,,你当前的目的是什么？,False,Block,Normal,,,,[],,,[],,,,What is your immediate purpose?,,,110.9057;363.6008
我_23_13,23,13,1,3,,,协议是什么?,False,Block,Normal,,,,[],,,[],,,,What's protocol?,,,444.7198;318.2042
托奇_23_14,23,14,3,1,,,我需要克农和协议的签名,False,Block,Normal,,,,[],,,[],,,,I need Kono and protocol signature,,,216.8914;440.1383
托奇_23_16,23,16,3,1,,,"与奎卡所签订的克农供应协议,目的地点的先知发送给圣山带签名的协议后,圣山会根据协议内容从奎卡的克农生成链中打包成信息块发送给目的地点",False,Block,Normal,,,,[],,,[],,,,"In the conon supply agreement signed with Qika, the prophet of destination sends the signed agreement to the ShenShan belt, and the ShenShan will pack the message block from the chain of Qika's conon to the destination according to the content of the agreement",,,466.6448;401.9301
我_23_17,23,17,1,3,,,还有其他的方式吗?,False,Block,Normal,,,,[],,,[],,,,other way?,,,472.7373;456.3445
托奇_23_18,23,18,3,1,,,"我需要伪造的协议,只要是能让肯托的那些老神棍让圣山产生克农就行.",False,Block,Normal,,,,[],,,[],,,,"I need a forged agreement, just so that the old sticks of KenQuo can make the mountain produce Canon.",,,512.8163;502.4985
我_23_20,23,20,1,3,,,我会去想办法帮你弄到协议的,False,Block,Normal,,"SetQuestState(""托奇的需求"",""active"");",,[],,,[],,,,I'll try and get you a deal,,,462.1512;557.0553
我_23_21,23,21,1,3,,,我已经拿到签名了,False,Block,Normal,"CurrentQuestState(""尝试获取瑞奇的信任"")==""success""",,,[],,,[],,,FALSE,I  got the signature,,,808.9142;291.3824
托奇_23_24,23,24,3,1,,,"将伪造的签名协议和克农交给我,我们就可以从地下线路离开了.",False,Block,Normal,,"SetQuestState(""与托奇对话"",""success"");\nAddExp(10);\nSetQuestState(""设法找到瑞奇党的据点"",""active"");",,[],,,[],,,,"Give me the forged signature agreement and conon, and we can leave on the underground line.",,,461.965;632.0421
托奇_23_27,23,27,3,1,,,"太好了,那我们尽快离开奎卡吧,我们需要穿过恐惧丛林抵达地下车站,在丛林中会遇上奎卡伊芙林\n""解锁新地点""",False,Block,Normal,,"AddExp(220);\n\nUnlockLoc(""恐惧丛林_1"");\nRemoveItem(""瑞奇通讯装置"");",,[],,,[],,,FALSE,"Great. Let's leave quika as soon as possible. I've marked the location of the underground train for you\n\n""Unlock New Location""",,,906.5967;383.3985
我_23_28,23,28,1,3,,,"爬虫已经离开了,我们还有多久能到沃利达",False,Block,Normal,"CurrentQuestState(""保护列车"")==""active"" and Variable[""DungeonBoss""]>=1",,,[],,,[],,,FALSE,The reptiles are gone. How long do we have to get to Wolvda,,,1235.527;257.4014
托奇_23_29,23,29,3,1,,,"一旦爬虫网被驱赶跑,爬虫就会离开,做的好,我们快到中转站了,到了那边我们需要找到通向沃利达的列车才行.",False,Block,Normal,,"SetQuestState(""保护列车"",""success"");\nAddExp(40);\nGiveMoney(1000);",,[],,,[],,,,"Once the crawler has been driven away, the crawler will leave, well done, we are almost at the transfer station, where we need to find the train to wolida.",,,1220.134;294.793
托奇_23_30,23,30,3,1,,,"突然,列车的速度开始慢了下来,一股神秘之力把列车的速度抵消了,托奇疑惑了一下,叹了口气",False,Block,Normal,,,,[],,,[],,,,"Suddenly, the train began to slow down, and a mysterious force counteracted its speed. Quoki wondered and sighed",,,1333.453;346.9055
托奇_23_31,23,31,3,1,,,"是路德亚,他们占领了南部的地下线路.",False,Block,Normal,,,,[],,,[],,,,t's the Ludya. They've captured the southern underground lines.,,,1208.457;404.4176
我_23_32,23,32,1,3,,,他们是谁,False,Block,Normal,,,,[],,,[],,,,who's them?,,,1257.531;460.0007
托奇_23_34,23,34,3,1,,,"以前是圣山的拾荒者,善于利用废弃资源制作机械装置售卖给各个势力作为能力补充.在肯托弃用了地下线路后,他们与莱德尼分别占据了以沃利达为中间线的南北线路,当你找到一个看门的就能找到据点了",False,Block,Normal,,,,[],,,[],,,,"Formerly a scavenger of the holy mountains, he is adept at making mechanical devices from waste resources and selling them to various powers to supplement his abilities. After Kanto abandoned the underground route, they and Radney occupy the north and south route with Wallida as the middle line. You'll find a gatekeeper when you find one",,,1153.55;520.678
我_23_35,23,35,1,3,,,"我去和他谈谈,他应该知道些什么?",False,Block,Normal,,"SetQuestState(""与莱曼交谈"",""active"");",,[],,,[],,,,I'll talk to him. What should he know,,,1243.996;584.5333
托奇_23_36,23,36,3,1,New Dialogue Entry,,,True,Block,Normal,,,Continue(),[],,,[],,,FALSE,,,,726.3323;90.6611
托奇_23_37,23,37,3,1,,,我们需要赶快前往沃利达,False,Block,Normal,"CurrentQuestState(""保护地下列车"")==""active""",,,[],,,[],,,FALSE,We need to get to Wolvda quickly,,,998.3165;184.2201
托奇_23_38,23,38,3,1,,,"托正在埋头工作着,并没有注意到你们的到来",False,Block,Normal,"CurrentQuestState(""前往肯托"")==""active""",,,[],Chap07 Reborn To Kenquo Union,,[],,,FALSE,Thor was immersed in his work and did not notice your arrival,,,1039.287;108.7346
我_23_39,23,39,1,3,,,你知道如何抵达所多提斯吗?,False,Block,Normal,,,,[],,,[],,,,Do you know how to get to Sodtyx?,,,1161.889;11.33057
我_23_40,23,40,1,3,,,有什么事情可以做,False,Block,Normal,,,,[],,,[],,,,Is there anything you can do?,,,1263.34;89.10906
我_23_41,23,41,1,3,,,离开,False,Block,Normal,,,,[],,,[],,,,Exit,,,1316.267;166.4759
托奇_23_42,23,42,3,1,,,"目前线路已经被封锁你们无法从陆地抵达,需要另外的方法闯入",False,Block,Normal,,,,[],,,[],,,,The line is now blocked and you can't reach it by land. You need another way in,,,1400.89;29.33057
托奇_23_43,23,43,3,1,,,"我有一个遗弃的列车需要处理,你们帮我找到买家吧.",False,Block,Normal,,,,[],,,[],,,,I have an abandoned train that needs to be disposed of. You can help me find a buyer.,,,1466.909;97.33157
我_23_44,23,44,1,3,,,我们需要到所多提斯,False,Block,Normal,,,,[],,,[],,,,We need to get to Sodtyx.,,,1632.328;55.33057
托奇_23_45,23,45,3,1,,,"我有一辆列车可以卖给你们,但是需要额外注入额外的能量,只要10000 就行",False,Block,Normal,,,,[],,,[],,,,"I have a train that I can sell you, but it will take extra energy, only 10,000",,,1853.23;117.0122
我_23_47,23,47,1,3,,,购买,False,Block,Normal,,,,[],,,[],,,,,,,2178.089;103.3475
托奇_23_49,23,49,3,1,,,"在这份文件上签名,他就是你们的了,但是你们去的地方比较特殊,所以你们先要到伏尔图斯山顶找到肯去制作高浓缩克农燃料,我们需要利用刀锋列车飞到所多提斯上去.",False,Block,Normal,,,,[],,,[],,,,"Sign this document, he's yours, But you're going to a special place, So first you need to go to the top of Voltus to find Ken To make the high-concentration conon fuel, We need to fly the Blade Train to Sodtyx.",,,2299.665;379.619
托奇_23_50,23,50,3,1,,,钱不够,False,Block,Normal,"Variable[""BladeTrain""]~=10000",,,[],,,[],,,,,,,2484.714;114.1883
我_23_51,23,51,1,3,,,将瑞奇的计划告诉托奇,False,Block,Normal,,,,[],,,[],,,,Tell Torch about Ricky's plans,,,1898.191;266.6543
托奇_23_52,23,52,3,1,,,"哦吼,不错,我加入,",False,Block,Normal,,"\nSetQuestState(""借克农记"",""success"");\nGiveMoney(3000);\nAddExp(1000);",,[],,,[],,,,"Oh ho, good, I'm in",,,1968.287;427.111
我_23_53,23,53,1,3,,,前往刀锋,False,Block,Normal,,"\nUnlockLoc(""刀锋控制室"");\n",,[],,,[],,,,To the blade,,,2429.091;286.5894
托奇_23_54,23,54,3,1,New Dialogue Entry,,,True,Block,Normal,,,Continue(),[],,,[],,,,,,,2202.753;188.8859
托奇_23_55,23,55,3,1,,,。。。,False,Block,Normal,,,,[],,,[],,,FALSE,,,,728.3213;164.0347
瑞奇_24_0,24,0,2,2,START,,,False,Block,Normal,,,None(),[],,,[],,,,,,,463.989;5.631584
瑞奇_24_1,24,1,2,1,,,唧唧叽唧唧巴卜比卜,False,Block,Normal,,,,[],,,[],,,,#$%^&*,,,477.3887;88.57788
我_24_2,24,2,1,2,,,对战,False,Block,Normal,,,,[],,,[],,,,Battle,,,186.4767;181.1599
我_24_3,24,3,1,2,,,唧唧叽,False,Block,Normal,"CurrentQuestState(""尝试获取瑞奇的信任"")==""active"";",,,[],Unlock if u success quest with teri,,[],,,,$%^&*,,,604.6571;229.222
瑞奇_24_5,24,5,2,2,New Dialogue Entry,,,False,Block,Normal,,OpenPackSelection();,,[],,,[],,,,,,,305.4752;317.1031
瑞奇_24_42,24,42,2,1,,,"伙计,你有什么事?",False,Block,Normal,,,,[],,,[],,,TRUE,What'up Dude?,,,874.6582;329.0132
我_24_43,24,43,1,2,,,克农在哪？,False,Block,Normal,"CurrentQuestState(""洛斯据点插入信号放大器"")==""unassigned"";",,,[],,,[],,,TRUE,Where's Kuno?,,,675.0237;402.0414
我_24_44,24,44,1,2,,,离开,False,Block,Normal,,,,[],,,[],,,TRUE,Exit,,,935.0687;912.634
瑞奇_24_45,24,45,2,2,,,"克农只有奎卡这边有,你随地可以找到。",False,Block,Normal,,,,[],,,[],,,TRUE,"You can found Kuno at Qika, u can get it anywhere.",,,461.7845;427.7549
我_24_46,24,46,1,2,,,我需要大量的克农足以可以提供列车的一次行驶,False,Block,Normal,,,,[],,,[],,,TRUE,i need more Kuno to rails,,,427.966;531.7311
瑞奇_24_47,24,47,2,2,,,你们如何在圣山中生存,False,Block,Normal,,,,[],,,[],,,TRUE,,,,649.816;949.3949
瑞奇_24_48,24,48,2,2,,,那这样我们似乎需要做一笔交易了,False,Block,Normal,,,,[],,,[],,,TRUE,Then it seems we need to make a deal.,,,446.2948;642.3064
我_24_49,24,49,1,2,,,你需要什么？,False,Block,Normal,,,,[],,,[],,,TRUE,what do you need?,,,323.0397;764.6254
瑞奇_24_50,24,50,2,2,,,关于圣山欺骗事件,False,Block,Normal,,,,[],,,[],,,TRUE,,,,723.6483;982.385
瑞奇_24_51,24,51,2,2,,,"我们这边与圣山的传输信号遭到了所多提斯人所屏蔽,我们需要一个高的地点跳过所多提斯的监视范围,这是信号放大器,你把它插在罗斯营地上后回来见我.\n""获得信号放大器""",False,Block,Normal,,"UnlockLoc(""洛斯据点"");",,[],,,[],,,TRUE,"Our transmissions to the ShenShan are blocked by the ""Sodtyx"", we need a high point to bypass ""Sodtyx"" surveillance range, this is the signal amplifier, you plug it into the Camp Lorsi and come back to me.",,,392.4774;868.6929
瑞奇_24_52,24,52,2,2,,,"抱歉,这无可奉告.",False,Block,Normal,,,,[],,,[],,,TRUE,,,,745.1071;1035.988
我_24_53,24,53,1,2,,,我这就去,False,Block,Normal,,"SetQuestState(""洛斯据点插入信号放大器"",""active"");\nGiveItems(10012);\nUnlockLoc(""洛斯据点"");\n",,[],,,[],,,TRUE,I'll be there.,,,383.7562;972.5723
瑞奇_24_54,24,54,2,2,,,"我们通过先知通过灵视发送给圣山中的信息包中""借""走一部分节点来维持",False,Block,Normal,,,,[],,,[],,,TRUE,,,,654.3689;964.7451
瑞奇_24_55,24,55,2,2,,,你怎么看所多提斯人摧毁了奎卡,False,Block,Normal,,,,[],,,[],,,TRUE,,,,1466.746;894.2511
瑞奇_24_56,24,56,2,2,,,"该死的所多提斯人彻底打乱了我的计划.只要再过几天,我就可以把奎卡人的克农占为己有了.但是现在克农的序列彻底发生了改变,这使我们又要耗费大量精力去篡改.",False,Block,Normal,,,,[],,,[],,,TRUE,,,,1490.64;957.113
瑞奇_24_57,24,57,2,2,,,克农的序列发生了改变？,False,Block,Normal,,,,[],,,[],,,TRUE,,,,1494.179;1049.341
瑞奇_24_58,24,58,2,2,,,你们打算怎么办?,False,Block,Normal,,,,[],,,[],,,TRUE,,,,1716.669;1058.311
我_24_59,24,59,1,2,,,罗斯据点已经清楚干净了,False,Block,Normal,"CurrentQuestState(""洛斯据点插入信号放大器"")==""success"";",,,[],,,[],,,TRUE,Lorsi has Clear.,,,1135.747;410.6736
瑞奇_24_60,24,60,2,2,,,"做得好,这样我们就可以暂时避开所多提斯了,但是我们失去了奎卡的来源.我们需要新的目标.",False,Block,Normal,,"SetQuestState(""尝试获取瑞奇的信任"",""success"");\nAddExp(220);",,[],,,[],,,TRUE,"Well done, so we can avoid Sodtyx for a while, but we lose the source of the queca. We need new goals.",,,1309.009;272.0126
瑞奇_24_61,24,61,2,2,,,"裂缝的打开打乱了圣山的正常运转,外界直接无视协议篡改了圣山的协议内容,造成了资源大量流向了所多提斯和外界,克农的序列",False,Block,Normal,,,,[],,,[],,,TRUE,,,,1160.71;777.6571
瑞奇_24_62,24,62,2,2,,,我们需要一个新的目标,False,Block,Normal,,,,[],,,[],,,TRUE,,,,1530.639;1019.194
我_24_63,24,63,1,2,,,肯托怎么样?,False,Block,Normal,,,,[],,,[],,,TRUE,How's KenQuo?,,,1454.657;344.0917
瑞奇_24_64,24,64,2,2,,,"他们掌管着圣山整个列车运输网,他们的列车几乎全天运转,而且列车的信息库几乎暴露在空气中,这似乎是个不错的选择,但是我们无法渗透进肯托先知的灵视网中,他们离我们太远了.",False,Block,Normal,,,,[],,,[],,,TRUE,"They run their trains almost all day long, and their information base is almost exposed to the air. It seems like a good choice, but we can't penetrate the spiritual vision of the prophet Kentor. They are too far away.",,,1458.646;407.6965
我_24_65,24,65,1,2,,,我能帮你们获取到肯托先知的灵视网.当我需要克农和一个虚假的协议签名,False,Block,Normal,,,,[],,,[],,,TRUE,I can give you access to the SoulView of the prophet KenQuo. When I need Kono and a fake protocol signature,,,1416.06;496.0239
